course_title,is_paid,price,num_subscribers,level,published_timestamp,subject,categ_price,categ_duration,sales,comisiones,costos
Blues Guitar Lessons - Blues Guitar - Robert Johnson,True,20,297,Intermediate Level,07-10-2013,Musical Instruments,0-50,2-4,5940,7.4,2197.8
TAKE NOTE BEGINNER CLARINET!  –  Fun with Fundamental Skills,True,30,137,Beginner Level,13-06-2016,Musical Instruments,0-50,4-6,4110,11.1,1520.7
Learn to Play Irish Fiddle,True,60,112,Beginner Level,18-01-2016,Musical Instruments,50-100,4-6,6720,22.2,2486.4
Hands-On Guitar: The Beginner's Guide,True,20,28,Beginner Level,22-01-2016,Musical Instruments,0-50,2-4,560,7.4,207.20000000000002
Slap Bass For Beginners,True,50,79,All Levels,23-06-2016,Musical Instruments,0-50,0-2,3950,18.5,1461.5
Piano Lessons for Beginners Made Easy,True,25,333,Beginner Level,28-05-2014,Musical Instruments,0-50,2-4,8325,9.25,3080.25
Horn Pro Series - You're going to love playing French Horn,True,50,48,All Levels,08-04-2016,Musical Instruments,0-50,6-8,2400,18.5,888.0
Instant Harmonica - play the Irish tune Whiskey in the Jar!,True,20,41,All Levels,28-12-2015,Musical Instruments,0-50,0-2,820,7.4,303.40000000000003
Didgeridoo - from zero to HERO! Part Three. Advanced level.,True,35,209,Expert Level,10-10-2014,Musical Instruments,0-50,0-2,7315,12.95,2706.5499999999997
Saxophone Pro Series - You're going to love practicing Sax,True,50,119,All Levels,08-04-2016,Musical Instruments,0-50,4-6,5950,18.5,2201.5
Easy Piano for Kids - Complete Beginner Piano Course,True,115,139,Beginner Level,26-06-2015,Musical Instruments,100-150,4-6,15985,42.55,5914.45
Guitar Lessons - Two Handed Tapping Essentials,True,35,41,Intermediate Level,14-02-2016,Musical Instruments,0-50,0-2,1435,12.95,530.9499999999999
Clarinet Pro Series - Fall in love with the Clarinet,True,50,95,All Levels,08-04-2016,Musical Instruments,0-50,4-6,4750,18.5,1757.5
Advanced Trumpet Studies - Learn to Master the Trumpet!​,True,50,184,Intermediate Level,26-03-2014,Musical Instruments,0-50,2-4,9200,18.5,3404.0
Poldark TV series Soundtracks for Piano-Quicklessons,True,20,8,Beginner Level,16-03-2017,Musical Instruments,0-50,0-2,160,7.4,59.2
Master the Saxophone: Intermediate Instruction Made Simple!,True,50,376,Intermediate Level,17-03-2014,Musical Instruments,0-50,4-6,18800,18.5,6956.0
You Can Play Jazz Saxophone,True,20,37,Beginner Level,15-03-2017,Musical Instruments,0-50,0-2,740,7.4,273.8
"Improvise Puccini´s 'E Lucevan le Stelle on Piano""",True,20,169,All Levels,21-10-2013,Musical Instruments,0-50,0-2,3380,7.4,1250.6000000000001
Building Up To Barre Chords,True,20,20,All Levels,16-03-2017,Musical Instruments,0-50,0-2,400,7.4,148.0
Learn the Violin - Bowing Techniques,True,80,89,Intermediate Level,26-06-2016,Musical Instruments,50-100,0-2,7120,29.6,2634.4
Blues Guitar Lessons - Volume 3 - Minor Blues Essentials,True,45,98,All Levels,13-02-2016,Musical Instruments,0-50,0-2,4410,16.65,1631.6999999999998
Back 2 The Basics,True,50,265,All Levels,19-07-2013,Musical Instruments,0-50,2-4,13250,18.5,4902.5
Play the Jews Harp - instant skills for non musicians.,True,25,196,Intermediate Level,22-01-2015,Musical Instruments,0-50,2-4,4900,9.25,1813.0
Master Trumpet Playing: Intermediate Instruction Made Simple,True,50,292,Intermediate Level,24-03-2014,Musical Instruments,0-50,6-8,14600,18.5,5402.0
Practical Guitar Theory: Level 1,True,60,14,All Levels,01-05-2017,Musical Instruments,50-100,0-2,840,22.2,310.8
Instant harmonica - enjoy playing Silent Night tonight!,True,40,16,All Levels,14-12-2016,Musical Instruments,0-50,0-2,640,14.8,236.8
HARP&SOUL  |  Learn the Secrets of the Harmonica,True,35,114,All Levels,01-10-2014,Musical Instruments,0-50,0-2,3990,12.95,1476.3
"Play Leyenda, Canarios, and Bach on Classical Guitar",True,195,185,Intermediate Level,05-11-2015,Musical Instruments,150-200,6-8,36075,72.15,13347.750000000002
Instant Harmonica - play the cool tune Dirty Old Town now!,True,40,42,All Levels,12-10-2016,Musical Instruments,0-50,0-2,1680,14.8,621.6
Ultimate Beginner Guitar Guide - Both Acoustic & Electric ,True,45,57,Beginner Level,16-02-2016,Musical Instruments,0-50,0-2,2565,16.65,949.05
Guitar Lessons : Rock Guitar in 1 Day!,True,50,17,Beginner Level,06-12-2015,Musical Instruments,0-50,0-2,850,18.5,314.5
Tenor Banjo,True,40,70,Intermediate Level,17-06-2015,Musical Instruments,0-50,0-2,2800,14.8,1036.0
Introduction to Lead Guitar,True,20,245,Intermediate Level,26-11-2013,Musical Instruments,0-50,0-2,4900,7.4,1813.0
Piano With Willie: Basics of Improvisation,True,40,76,Beginner Level,13-04-2016,Musical Instruments,0-50,2-4,3040,14.8,1124.8
Euphonium Pro Series - Fall in love with the Euphonium,True,50,44,All Levels,24-05-2016,Musical Instruments,0-50,6-8,2200,18.5,814.0
Pure Rock Guitar : Play Like the Gods of Rock!,True,45,80,All Levels,29-07-2016,Musical Instruments,0-50,4-6,3600,16.65,1332.0
Master the French Horn: Intermediate Instruction Made Simple,True,50,68,Intermediate Level,29-10-2014,Musical Instruments,0-50,6-8,3400,18.5,1258.0
Classical Guitar Technique: 80/20,True,175,54,All Levels,30-03-2017,Musical Instruments,150-200,2-4,9450,64.75,3496.5
Total beginner to intermediate guitar - Learn to play by ear,True,45,80,Beginner Level,16-10-2015,Musical Instruments,0-50,2-4,3600,16.65,1332.0
Aprende escalas y arpegios  Vol. I: Modo mayor,True,50,85,Beginner Level,31-03-2016,Musical Instruments,0-50,0-2,4250,18.5,1572.5
Aprende a tocar Guitarra RAPIDO y FACIL con Guitarsimple,True,40,57,Beginner Level,22-01-2014,Musical Instruments,0-50,2-4,2280,14.8,843.6
Ukulele lernen für Papas mit Bruder Jakob,True,55,12,Beginner Level,04-05-2017,Musical Instruments,50-100,0-2,660,20.35,244.20000000000002
Tin Whistle Básico,True,20,11,Beginner Level,17-05-2017,Musical Instruments,0-50,0-2,220,7.4,81.4
Leve a sua técnica de pedal duplo para um novo patamar,True,40,42,Intermediate Level,16-01-2017,Musical Instruments,0-50,4-6,1680,14.8,621.6
Sevillanas con Castañuelas - Baile y toque al mismo tiempo,True,40,20,All Levels,23-02-2016,Musical Instruments,0-50,0-2,800,14.8,296.0
見てわかる！やさしく独習アコギ（入門編）TAKA先生のアコースティックギターレッスンⅠ,True,20,41,Beginner Level,06-07-2015,Musical Instruments,0-50,0-2,820,7.4,303.40000000000003
【すぐに覚える！】ASALATO-アサラト(打楽器)初心者向け入門講座,True,20,5,Beginner Level,19-04-2017,Musical Instruments,0-50,0-2,100,7.4,37.0
Aprende a Tocar Teclado - Piano,True,35,119,All Levels,26-01-2012,Musical Instruments,0-50,2-4,4165,12.95,1541.05
Castañuelas por Sevillanas - Curso del toque de castañuelas,True,40,22,All Levels,12-02-2016,Musical Instruments,0-50,0-2,880,14.8,325.6
Aprende a tocar el acordeón de botones,True,50,20,Beginner Level,17-05-2017,Musical Instruments,0-50,0-2,1000,18.5,370.0
Aprende a tocar Música Cristiana en el piano y teclado,True,20,17,All Levels,16-05-2014,Musical Instruments,0-50,0-2,340,7.4,125.80000000000001
Easy Guitar Songwriting And Harmony,True,20,82,Beginner Level,14-03-2017,Musical Instruments,0-50,2-4,1640,7.4,606.8000000000001
How to play easy tunes on the harmonica - just the basics,True,35,79,Beginner Level,25-02-2014,Musical Instruments,0-50,0-2,2765,12.95,1023.05
Rhythm to Rock Drum Lessons 2,True,20,21,Beginner Level,10-03-2014,Musical Instruments,0-50,0-2,420,7.4,155.4
Instant Harmonica - play Over the Rainbow + Skye Boat now!,True,40,29,All Levels,18-07-2016,Musical Instruments,0-50,0-2,1160,14.8,429.20000000000005
Bagpipe Instruction For Beginners,True,30,31,Beginner Level,24-04-2016,Musical Instruments,0-50,0-2,930,11.1,344.09999999999997
"Flute Solos: Learn how to Perform Three Fun, Unique Pieces",True,50,156,All Levels,22-09-2015,Musical Instruments,0-50,2-4,7800,18.5,2886.0
Rhythm to Rock Drum Lessons 3,True,20,12,Beginner Level,18-07-2014,Musical Instruments,0-50,0-2,240,7.4,88.80000000000001
Guitar Lessons - Sweep Picking Arpeggio Essentials,True,35,74,Intermediate Level,15-02-2016,Musical Instruments,0-50,0-2,2590,12.95,958.3
Painless Piano!,True,40,353,Beginner Level,23-06-2014,Musical Instruments,0-50,2-4,14120,14.8,5224.400000000001
Beginning Flute Lessons,True,20,137,Beginner Level,29-05-2013,Musical Instruments,0-50,2-4,2740,7.4,1013.8000000000001
Piano Lesson Variety,True,40,59,Intermediate Level,18-08-2016,Musical Instruments,0-50,2-4,2360,14.8,873.2
Pop and Jazz Keyboards and Harmony (beginner level),True,180,47,Beginner Level,12-07-2016,Musical Instruments,150-200,2-4,8460,66.6,3130.2
Starting to play the blues on your harmonica in easy steps ,True,35,71,Intermediate Level,01-03-2014,Musical Instruments,0-50,0-2,2485,12.95,919.4499999999999
Learn the Viola - Scales and Fundamentals,True,80,21,Beginner Level,16-11-2016,Musical Instruments,50-100,2-4,1680,29.6,621.6
"Learn to Play 'Let It Snow on Piano""",True,40,36,Intermediate Level,04-10-2016,Musical Instruments,0-50,0-2,1440,14.8,532.8000000000001
Instant Harmonica - play the Irish anthem Danny Boy today!,True,40,8,All Levels,21-03-2017,Musical Instruments,0-50,0-2,320,14.8,118.4
Piano Building Blocks: Learn Chord Additions & Variations,False,0,375,Beginner Level,02-07-2017,Musical Instruments,0-50,0-2,0,0.0,0.0
Advanced Saxophone Studies - Learn to Master the Saxophone!,True,50,215,Intermediate Level,18-03-2014,Musical Instruments,0-50,2-4,10750,18.5,3977.5
Killer Harmonica sounds using the tongue and bending notes ,True,35,80,Intermediate Level,17-03-2014,Musical Instruments,0-50,0-2,2800,12.95,1036.0
Instant Harmonica - play When the Saints on harmonica now!,True,20,31,Beginner Level,14-08-2015,Musical Instruments,0-50,0-2,620,7.4,229.4
Strumming the Guitar - 5 Lessons on Strum Patterns,True,20,56,Beginner Level,13-12-2013,Musical Instruments,0-50,0-2,1120,7.4,414.40000000000003
Learn Piano Online-Keys to the Keyboard,True,50,18,Beginner Level,12-05-2016,Musical Instruments,0-50,0-2,900,18.5,333.0
Ukulele Lessons For Beginners - Fast Track Your Learning,True,20,57,Beginner Level,09-06-2016,Musical Instruments,0-50,0-2,1140,7.4,421.8
Blues Guitar Lessons - Ragtime Blues Guitar,True,20,59,Expert Level,26-11-2013,Musical Instruments,0-50,0-2,1180,7.4,436.6
Getting Started with Power Chords,True,20,6,Beginner Level,17-12-2015,Musical Instruments,0-50,0-2,120,7.4,44.400000000000006
Blues Master - Professional Techniques Piano Course,True,75,4,All Levels,29-03-2016,Musical Instruments,50-100,0-2,300,27.75,111.0
Drumming 101: The Essential Elements,True,50,4,Beginner Level,02-05-2017,Musical Instruments,0-50,0-2,200,18.5,74.0
Flute Lessons For Beginners,True,95,3,Beginner Level,09-03-2016,Musical Instruments,50-100,2-4,285,35.15,105.44999999999999
Guitar for Christmas!,True,20,7,Beginner Level,30-11-2014,Musical Instruments,0-50,0-2,140,7.4,51.800000000000004
Learn Piano Online-Nocturnal Piano Solo,True,60,2,Intermediate Level,21-09-2016,Musical Instruments,50-100,0-2,120,22.2,44.4
Guitar Chords and Basic Strumming,True,20,3,Beginner Level,17-12-2015,Musical Instruments,0-50,2-4,60,7.4,22.200000000000003
Getting Started on the Acoustic Guitar,True,20,3,Beginner Level,20-10-2015,Musical Instruments,0-50,0-2,60,7.4,22.200000000000003
Learn Piano Online-In the Garden Piano Solo,True,60,1,Intermediate Level,03-10-2016,Musical Instruments,50-100,0-2,60,22.2,22.2
Saxophone Essentials: Beginners Course,True,40,3,Beginner Level,26-04-2017,Musical Instruments,0-50,0-2,120,14.8,44.400000000000006
Learn To Play The Guitar In A Day,True,20,3,Beginner Level,09-01-2015,Musical Instruments,0-50,0-2,60,7.4,22.200000000000003
88 Logic - The Essential Guide To Learning Piano,True,25,3,Beginner Level,13-01-2015,Musical Instruments,0-50,0-2,75,9.25,27.75
Tuba Solos: Learn how to Perform Three Fun and Unique Pieces,True,50,164,Intermediate Level,15-04-2015,Musical Instruments,0-50,0-2,8200,18.5,3034.0
Instant Harmonica - play Dylan's Like a Rolling Stone now!,True,40,28,All Levels,27-10-2016,Musical Instruments,0-50,0-2,1120,14.8,414.40000000000003
Advanced Oboe Studies - Become a Master Oboist!​,True,50,47,Expert Level,28-07-2016,Musical Instruments,0-50,2-4,2350,18.5,869.5
Instant Harmonica - play 'I just called to say I love you',True,40,15,All Levels,15-02-2017,Musical Instruments,0-50,0-2,600,14.8,222.0
Jazz piano improvisation: The girl form Ipanema. Bossa nova,True,30,151,All Levels,16-10-2014,Musical Instruments,0-50,0-2,4530,11.1,1676.1
Drum Lessons For Beginners,True,95,14,Beginner Level,13-04-2016,Musical Instruments,50-100,2-4,1330,35.15,492.09999999999997
Piano With Willie: Jazz Kids - Vol 3,True,40,16,Beginner Level,13-04-2016,Musical Instruments,0-50,2-4,640,14.8,236.8
Quick Piano Lessons - Tutorials for Drake's Greatest Hits,True,35,19,All Levels,04-10-2015,Musical Instruments,0-50,0-2,665,12.95,246.04999999999998
"Bluegrass Guitar Essentials: Webisodes 13, 14, & 15",True,30,14,Intermediate Level,15-12-2016,Musical Instruments,0-50,0-2,420,11.1,155.4
Guitar - Rock - Beginner with Marc Seal,True,20,40,All Levels,31-08-2012,Musical Instruments,0-50,0-2,800,7.4,296.0
"Oboe Solos: Learn to Perform Three Fun, Unique Pieces!",True,50,41,All Levels,28-07-2016,Musical Instruments,0-50,0-2,2050,18.5,758.5
Bluegrass Guitar Essentials: Webisodes 11 & 12,True,30,9,All Levels,22-10-2016,Musical Instruments,0-50,0-2,270,11.1,99.89999999999999
Advanced Horn Studies - Learn to Master the French Horn!​,True,50,46,All Levels,23-09-2015,Musical Instruments,0-50,6-8,2300,18.5,851.0
Learn To Play Guitar Complete Beginners Quick Start,True,20,75,Beginner Level,16-10-2013,Musical Instruments,0-50,0-2,1500,7.4,555.0
Piano With Willie: Jazz Kids - Vol 4,True,40,19,Intermediate Level,13-04-2016,Musical Instruments,0-50,2-4,760,14.8,281.2
Instant Harmonica - play the old Popeye Spinach song now !,True,20,22,Beginner Level,19-10-2015,Musical Instruments,0-50,0-2,440,7.4,162.8
Piano With Willie: Jazz Kids - Vol 2,True,40,17,Beginner Level,13-04-2016,Musical Instruments,0-50,2-4,680,14.8,251.60000000000002
Practice guitar with no previous experience and become a pro,True,30,26,Beginner Level,13-01-2017,Musical Instruments,0-50,0-2,780,11.1,288.59999999999997
The Music Coach Online Spirit Drum Course,True,95,2,Beginner Level,04-05-2017,Musical Instruments,50-100,4-6,190,35.15,70.3
Make Electronic Music with the iPad,True,20,13,Beginner Level,01-04-2016,Musical Instruments,0-50,0-2,260,7.4,96.2
Learn Loreena McKennitt Songs-Quicklessons Piano Course,True,20,1,All Levels,29-05-2017,Musical Instruments,0-50,0-2,20,7.4,7.4
Guitar 201: Breakthroughs,True,20,14,Beginner Level,22-01-2016,Musical Instruments,0-50,2-4,280,7.4,103.60000000000001
Major Scales and Modes for Chromatic Harmonica,True,20,6,All Levels,10-04-2017,Musical Instruments,0-50,0-2,120,7.4,44.400000000000006
Play Guitar with Rhythm - 5 Easy Lessons,True,20,31,Beginner Level,12-12-2013,Musical Instruments,0-50,0-2,620,7.4,229.4
Coaching Bundle: Guitar for Music Educators: Part 1,True,135,1,All Levels,01-09-2016,Musical Instruments,100-150,0-2,135,49.95,49.95
Coaching Bundle: Guitar for Music Educators: Part 2,True,135,1,All Levels,02-09-2016,Musical Instruments,100-150,0-2,135,49.95,49.95
Ukulele 3:  Intermediate,True,25,1,Intermediate Level,24-05-2017,Musical Instruments,0-50,0-2,25,9.25,9.25
"Beginners Guitar Course - 'Try it and love it method""",True,25,0,Beginner Level,31-10-2016,Musical Instruments,0-50,0-2,0,9.25,0.0
Coaching Course: Rhythm Instruction for Music Educators P1,True,130,0,All Levels,10-03-2017,Musical Instruments,100-150,0-2,0,48.1,0.0
Learn Pirates of the Caribbean by Ear on the Piano,True,20,0,All Levels,22-05-2017,Musical Instruments,0-50,0-2,0,7.4,0.0
Coaching Course: Rhythm Instruction for Music Educators P2,True,125,0,All Levels,10-03-2017,Musical Instruments,100-150,0-2,0,46.25,0.0
4 Week Rhythm Mastery,True,20,0,Beginner Level,05-07-2017,Musical Instruments,0-50,2-4,0,7.4,0.0
Tune that Sour Note on Your Piano,True,20,0,All Levels,20-06-2017,Musical Instruments,0-50,0-2,0,7.4,0.0
Learn Vikings Soundtracks on the Piano by Ear,True,20,0,All Levels,29-06-2017,Musical Instruments,0-50,0-2,0,7.4,0.0
Learn to Play Piano Like a Pro - Easy Piano Course 1,True,35,0,Beginner Level,30-05-2017,Musical Instruments,0-50,0-2,0,12.95,0.0
ABRSM Grade III Piano Class - Handel Sonatina in G 2017-2018,True,20,0,Beginner Level,06-07-2017,Musical Instruments,0-50,0-2,0,7.4,0.0
Instant Harmonica - play 12 bar blues Big Walter style now!,True,40,31,All Levels,19-05-2017,Musical Instruments,0-50,0-2,1240,14.8,458.8
Fingerpicking Blues Guitar Lessons - Bottleneck Guitar,True,20,237,Intermediate Level,08-10-2013,Musical Instruments,0-50,0-2,4740,7.4,1753.8000000000002
Spice up your playing with some easy Flamenco techniques! ,True,40,120,Intermediate Level,06-11-2015,Musical Instruments,0-50,0-2,4800,14.8,1776.0
Beginners Guide to Playing Guitar - Step-by-step System,True,85,384,Beginner Level,10-06-2013,Musical Instruments,50-100,>10,32640,31.45,12076.8
Guitar Kick Start,False,0,3160,Beginner Level,19-03-2015,Musical Instruments,0-50,0-2,0,0.0,0.0
Instant Harmonica – play Beethoven’s Ode to Joy right now!,True,20,455,Beginner Level,22-07-2015,Musical Instruments,0-50,0-2,9100,7.4,3367.0
Funk Rhythm Guitar Techniques,True,35,82,All Levels,17-02-2016,Musical Instruments,0-50,0-2,2870,12.95,1061.8999999999999
Flamenco Guitar,True,25,136,Beginner Level,07-12-2015,Musical Instruments,0-50,2-4,3400,9.25,1258.0
Learn to play the Bouzouki - Greek Bouzouki Lessons,True,50,63,All Levels,19-03-2015,Musical Instruments,0-50,0-2,3150,18.5,1165.5
Guitar Looper Basic Training,True,45,64,All Levels,29-02-2016,Musical Instruments,0-50,0-2,2880,16.65,1065.6
Piano With Willie: Jazz Kids - Vol 1,True,40,28,Beginner Level,13-04-2016,Musical Instruments,0-50,4-6,1120,14.8,414.40000000000003
Instant Harmonica - play the Drunken Sailor sea shanty now! ,True,20,27,Beginner Level,18-10-2015,Musical Instruments,0-50,0-2,540,7.4,199.8
Learn to Play Sweet Child of Mine,True,20,0,Intermediate Level,30-06-2017,Musical Instruments,0-50,0-2,0,7.4,0.0
Bluegrass Guitar Essentials: Webisodes 1 & 2,False,0,970,Intermediate Level,20-03-2016,Musical Instruments,0-50,0-2,0,0.0,0.0
Learn Monster GODJ,False,0,991,Beginner Level,29-07-2015,Musical Instruments,0-50,0-2,0,0.0,0.0
What you can learn before Piano Lessons,False,0,61,Beginner Level,01-09-2015,Musical Instruments,0-50,0-2,0,0.0,0.0
Learn to Play Tabla - The Indian drums,False,0,1,Beginner Level,04-07-2017,Musical Instruments,0-50,0-2,0,0.0,0.0
Gitarre spielen wie die Profis,True,20,1981,Beginner Level,21-03-2016,Musical Instruments,0-50,0-2,39620,7.4,14659.400000000001
Curso de piano 101 - Tocando partituras y acordes -,True,170,245,All Levels,28-10-2016,Musical Instruments,150-200,4-6,41650,62.9,15410.5
Sintetizadores e Síntese Subtrativa,True,85,38,All Levels,02-05-2017,Musical Instruments,50-100,4-6,3230,31.45,1195.1
